,G,AB,SO,SF,HBP,IBB,SH,BB,H,SB,RBI,HR,2B,3B,RunRating
bettshu01,311,437,63,0,2,0,25,25,86,0,19,0,5,0,0
bettsmo01,197,786,113,6,4,1,4,67,229,28,95,23,54,9,1
betzebr01,448,1444,189,0,5,0,38,90,333,49,94,2,37,25,1
bevacku01,970,2117,329,31,5,19,24,221,499,12,275,27,90,11,1
bevilmo01,145,454,0,0,6,0,12,26,92,6,44,0,21,2,0
biancbu01,311,550,157,0,0,0,15,41,113,8,30,6,16,7,0
bicheda01,1704,6381,1078,73,41,32,5,355,1906,152,1141,274,401,27,4
bielaos01,174,746,17,0,0,0,0,10,180,8,55,0,7,2,1
bierblo01,1383,5706,129,0,15,0,18,268,1521,206,835,33,208,95,4
bigbeca01,1147,4192,161,0,21,0,109,344,1205,182,324,17,139,75,3
bigbila01,392,1227,302,9,2,5,10,119,328,25,137,31,56,4,1
biggicr01,2850,10876,1753,81,285,68,101,1160,3060,414,1175,291,668,55,4
biittla01,1217,3151,287,27,11,36,18,236,861,10,354,29,144,20,2
bilarda01,382,949,170,4,3,12,20,65,194,4,91,18,39,1,0
bilkost01,600,1738,395,14,3,2,3,234,432,2,276,76,85,13,1
billidi01,400,1231,207,13,9,8,5,87,280,6,142,16,44,1,1
billija01,476,559,206,1,0,0,69,27,62,0,23,0,8,0,0
billijo01,243,488,73,0,11,0,22,23,106,5,29,0,12,5,0
binksge01,351,1093,108,0,4,0,17,67,277,21,130,8,55,10,1
birchju01,225,1007,0,0,5,0,0,32,254,0,51,1,24,4,1
birmijo01,771,2633,27,0,24,0,74,129,667,108,265,7,89,27,1
bishoma01,1338,4494,452,0,31,0,98,1153,1216,43,379,41,236,35,4
bissode01,604,2291,269,0,6,0,34,233,699,17,391,66,117,50,2
blackch02,462,1664,282,9,32,8,15,91,480,84,169,45,84,14,1
blackew01,237,443,73,0,0,0,28,12,77,0,22,1,12,1,0
blackle01,550,1807,151,0,14,0,103,162,387,54,139,4,39,23,1
blackti01,426,1044,183,6,4,14,17,154,238,3,80,6,40,11,0
bladera01,767,2415,310,0,47,0,53,331,726,33,340,50,133,51,2
blaehge01,338,626,208,0,0,0,39,46,89,2,41,3,19,1,0
blairbu01,137,484,30,0,3,0,6,30,135,1,66,5,26,8,0
blairfo01,246,890,88,0,8,0,10,37,243,11,96,10,48,16,1
blairpa01,1947,6042,877,51,23,23,108,449,1513,171,620,134,282,55,4
blairwa01,442,1255,96,0,10,0,29,86,272,18,106,3,42,11,0
blakeca01,1265,4500,1037,47,72,37,27,445,1186,36,616,167,264,18,3
blakeha01,526,1877,85,0,7,0,54,230,473,55,253,8,67,22,1
blakesh01,310,558,91,0,2,0,28,14,118,0,30,0,5,1,0
blakibo01,154,594,0,0,4,0,0,30,142,0,46,0,14,4,0
blaloha01,936,3567,720,27,19,22,2,313,959,14,542,153,198,17,3
blancan01,366,871,127,4,11,5,26,56,232,2,75,11,54,8,1
blancgr01,796,2275,493,13,14,17,23,291,596,95,192,20,91,29,2
blanche01,971,2761,546,26,9,28,37,254,615,6,298,72,145,11,1
blancjo01,516,1193,163,14,7,20,2,136,285,2,200,67,36,2,1
blankky01,278,827,275,5,18,2,0,83,199,6,111,33,42,2,1
blankla01,629,1766,178,22,3,3,30,132,446,9,172,20,57,14,1
blankla02,461,1050,218,6,11,2,25,200,233,54,92,9,48,3,1
blankte01,242,475,109,0,1,0,22,21,93,0,55,9,18,7,0
blantcy01,202,428,98,0,0,0,22,23,66,0,26,0,4,0,0
blasido01,1444,5296,462,13,15,15,62,552,1366,105,308,21,178,62,4
blassst01,295,546,140,3,0,0,40,11,94,0,37,1,7,3,0
blatnjo01,138,447,83,0,2,0,5,40,113,3,46,6,27,8,0
blattbu01,272,713,96,0,7,0,10,102,176,18,84,16,34,8,1
blausje01,1407,4522,937,41,91,22,48,569,1187,65,513,122,217,33,3
blaylma01,287,746,137,8,6,4,8,84,175,11,78,15,21,15,0
blefacu01,974,2947,444,25,29,47,33,456,699,24,382,112,104,20,2
blissja01,241,654,47,0,10,0,25,85,143,13,61,3,15,6,0
blockbr01,208,565,17,0,0,0,15,39,131,5,69,1,18,10,0
blombro01,461,1333,134,12,5,16,3,140,391,6,224,52,67,8,1
blongjo01,136,550,38,0,0,0,0,6,119,1,48,0,17,7,0
bloodji01,1002,3519,407,0,16,0,51,202,874,19,451,62,160,20,2
bloomwi01,1055,2891,494,15,16,7,25,189,778,133,225,18,110,23,2
blowemi01,761,2300,610,16,6,10,15,248,591,7,365,78,116,8,1
bluegos01,1867,6440,515,0,71,0,218,723,1751,140,848,43,276,67,4
bluelu01,1615,5904,436,0,43,0,168,1092,1696,151,695,44,319,109,4
bluevi01,508,512,271,1,3,0,53,49,53,0,15,4,9,0,0
blumge01,1389,3966,667,40,33,34,21,332,990,19,479,99,206,15,2
blylebe01,699,451,193,0,2,0,56,5,59,0,25,0,7,0,0
bocachi01,272,535,139,2,2,0,4,41,115,16,37,15,28,1,0
boccajo01,551,1462,246,16,5,20,16,96,320,3,148,26,56,5,1
bochtbr01,1538,5233,662,51,13,65,44,653,1478,43,658,100,250,21,3
bochybr01,358,802,177,6,2,14,4,67,192,1,93,26,37,2,0
bockmed01,199,474,87,0,1,0,4,46,109,5,56,11,16,4,0
bodiepi01,1050,3670,240,0,18,0,160,312,1011,83,516,43,169,72,2
boeckto01,777,2880,218,0,11,0,69,237,813,90,337,27,130,36,2
boescbr01,481,1577,344,11,16,9,0,109,394,22,195,48,79,7,1
bogaexa01,318,1195,252,11,11,2,5,76,336,13,132,20,65,4,1
bogarti01,701,1516,272,17,17,18,17,143,345,13,161,24,69,9,1
boggswa01,2440,9180,745,96,23,180,29,1412,3010,24,1014,118,578,61,4
bogusbr01,321,748,204,3,9,3,1,72,178,24,67,19,36,4,0
bohnesa01,663,2315,154,0,9,0,76,193,605,75,228,16,87,45,2
boiscbr01,410,917,183,9,2,8,16,86,241,18,77,10,47,6,1
bokenbo01,147,457,49,0,1,0,8,27,113,4,72,6,15,4,0
boleyjo01,540,1780,84,0,13,0,56,130,478,15,227,7,88,22,1
bolgeji01,312,612,83,5,6,3,4,32,140,3,48,6,14,6,0
bolinbo01,496,423,166,0,3,0,21,35,69,1,35,6,9,1,0
bollifr01,1540,5562,558,38,30,28,97,462,1415,40,556,106,221,40,3
bollimi01,400,1161,188,7,10,1,36,114,280,5,94,19,50,7,1
bollwdo01,195,452,68,1,4,2,1,60,110,2,53,11,22,7,0
boltocl01,335,962,50,0,3,0,3,110,280,3,143,6,49,18,1
bondsba01,2986,9847,1539,91,106,688,4,2558,2935,514,1996,762,601,77,4
bondsbo01,1849,7043,1757,64,53,75,16,914,1886,461,1024,332,302,66,4
bondto01,488,1975,63,0,0,0,0,22,471,5,174,0,53,11,1
bondwa01,365,1199,175,11,17,19,5,106,307,10,179,41,40,11,1
bonhabi01,307,471,125,1,1,0,54,13,81,0,24,0,15,1,0
bonhati01,231,522,89,0,2,0,37,31,84,1,26,0,9,0,0
bonifem01,769,2534,582,18,7,4,37,211,656,165,159,13,94,32,2
bonilbo01,2113,7213,1204,97,28,128,5,912,2010,45,1173,287,408,61,4
bonilju01,429,1462,108,7,9,16,22,116,375,7,101,7,50,9,1
bonneba01,976,3068,387,16,13,26,27,229,833,64,355,56,143,24,2
bonnefr01,246,949,22,0,11,0,11,55,244,28,115,4,44,8,1
bonurze01,917,3582,180,0,17,0,23,404,1099,19,704,119,232,29,3
booneaa01,1152,3871,707,36,80,20,39,303,1017,107,555,126,216,17,3
boonebo01,2264,7245,608,78,20,90,142,663,1838,38,826,105,303,26,3
boonebr01,1780,6683,1295,73,69,32,55,552,1775,94,1021,252,366,28,4
booneik01,356,1160,67,0,2,0,13,138,372,3,194,26,79,11,1
boonelu01,315,1028,111,0,13,0,37,91,215,32,76,6,27,4,1
boonera01,1373,4589,463,28,27,20,45,608,1260,21,737,151,162,46,3
bootham01,110,438,21,0,0,0,0,21,98,0,27,0,5,1,0
boothed01,242,1014,12,0,0,0,0,8,244,4,73,1,23,13,1
borboju01,288,789,118,2,5,0,18,49,215,47,76,8,19,8,1
borchjo01,301,716,222,3,6,7,1,74,147,5,77,26,23,2,0
bordafr01,930,2632,186,0,16,0,48,173,745,66,270,14,120,28,2
bordepa01,1099,3282,557,19,12,13,31,155,831,9,346,69,168,12,1
bordimi01,1720,5770,800,54,63,10,97,500,1500,96,626,91,257,30,3
borgmgl01,474,1294,191,18,3,9,20,191,296,4,151,16,42,4,1
borkobo01,470,1170,166,3,3,0,8,76,294,2,112,16,43,10,1
borosst01,422,1255,174,11,13,19,13,181,308,11,149,26,50,7,1
borowha01,316,571,138,0,1,0,46,28,99,0,48,0,22,6,0
bortoba01,317,940,101,0,9,0,33,160,254,21,136,4,31,17,1
bosetri01,445,1543,188,10,9,1,15,79,385,30,133,17,70,8,1
bosleth01,784,1581,275,16,1,15,14,143,430,47,158,20,50,12,1
bossha01,155,519,34,0,1,0,6,30,139,2,61,1,19,8,0
bostoda01,1058,2629,469,13,8,23,14,237,655,98,278,83,131,22,2
bostoly01,526,2004,174,20,9,20,10,171,624,45,250,23,102,30,2
bosweke01,930,2517,239,25,9,29,25,240,625,27,244,31,91,19,1
bottoji01,1991,7471,591,0,43,0,177,664,2313,58,1422,219,465,151,4
bouchal01,147,516,88,0,2,0,23,52,119,13,49,2,26,4,0
bouched01,670,2199,401,18,27,29,9,340,583,5,290,61,114,21,1
boudrlo01,1646,6029,309,0,34,0,164,796,1779,51,789,68,385,66,4
bourgja01,317,708,94,0,1,0,5,47,179,54,44,6,20,7,0
bourjpe01,590,1485,388,8,31,5,29,102,358,55,126,32,59,26,1
bourju01,168,483,120,1,2,4,0,43,128,0,84,24,23,0,0
bournmi01,1248,4409,1032,21,19,13,44,417,1173,326,323,31,178,63,3
bournra01,365,932,64,4,10,3,30,59,234,12,85,4,44,3,1
bourqpa01,201,405,73,5,2,4,1,58,87,1,61,12,17,2,0
bowala01,2247,8418,569,43,17,45,151,474,2191,318,525,15,262,99,4
bowensa01,479,1287,293,7,10,4,14,100,287,25,143,45,48,6,1
bowerfr01,1045,3401,0,0,47,0,71,129,852,81,392,13,102,38,2
bowkejo01,240,574,136,5,4,4,0,39,133,2,73,17,25,5,0
bowmabo02,256,519,109,5,6,3,6,48,129,0,54,17,19,5,0
bowmajo01,430,639,90,0,2,0,14,46,141,3,75,2,24,8,0
boydbi01,147,661,11,0,0,0,0,10,192,6,93,3,30,9,0
boydbo01,693,1936,114,11,7,8,31,167,567,9,175,19,81,23,1
boyercl02,1725,5780,931,53,25,74,37,470,1396,41,654,162,200,33,3
boyerke01,2034,7455,1017,63,20,97,17,713,2143,105,1141,282,318,68,4
boylebu01,366,1343,125,0,3,0,12,116,389,24,125,12,58,24,1
boylehe01,291,1049,129,0,4,0,0,51,230,7,70,10,42,7,1
boyleja01,1086,4222,234,0,59,0,28,328,1067,125,569,23,137,54,3
brackgi01,315,980,186,0,1,0,8,92,273,13,113,16,70,18,1
bradfbu01,697,1605,411,11,19,16,12,184,363,36,175,52,50,8,1
bradlbi01,1461,5430,18,0,73,0,253,290,1471,181,552,33,275,84,4
bradlge01,567,2258,150,0,0,0,0,40,518,5,172,3,64,38,1
bradlhu01,277,913,44,0,12,0,39,59,238,23,117,2,46,12,0
bradlja02,238,700,221,5,10,1,2,68,149,13,83,14,41,6,1
bradlmi01,1042,3605,817,19,44,38,14,496,976,88,481,125,202,17,3
bradlph01,1022,3695,718,21,65,18,36,432,1058,155,376,78,179,43,3
bradlsc01,604,1648,110,22,11,14,16,104,424,3,184,18,75,6,1
bradyst01,490,2030,15,0,9,0,0,94,529,22,114,4,50,20,2
bragabo01,597,1900,117,0,2,0,39,110,456,12,172,15,62,12,1
braggda01,916,2461,570,21,25,17,24,304,627,56,260,46,145,14,2
bragggl01,692,2336,472,29,24,22,9,211,601,58,321,70,102,16,2
brainas01,108,467,7,0,0,0,0,10,116,4,43,0,11,0,0
brainda01,679,2543,0,0,11,0,55,134,641,73,303,27,97,52,1
brancal01,282,930,92,0,3,0,9,96,199,5,80,4,37,11,1
brancra01,322,464,160,0,0,0,37,36,66,0,31,2,6,1,0
branded01,404,793,83,0,0,0,30,55,187,1,59,0,21,4,0
brandja01,1221,3895,574,29,12,20,31,351,1020,45,485,112,175,37,3
brandro01,568,1345,126,7,14,16,22,112,322,20,106,3,34,7,1
brannot01,158,534,23,0,4,0,25,64,133,3,74,11,19,3,0
bransje01,694,1555,312,17,4,25,22,122,383,9,156,34,72,11,1
branski01,1330,4999,41,0,24,0,142,221,1351,175,637,13,225,75,3
brantmi01,302,1138,136,8,2,0,7,67,295,34,125,32,56,8,1
brantmi02,807,3108,363,29,17,27,11,269,909,94,393,61,190,16,2
branyru01,1059,2934,1118,27,30,30,4,403,682,16,467,194,143,8,2
brashro01,130,463,0,0,1,0,15,38,124,11,44,1,11,2,0
braunry02,1219,4738,972,30,58,38,0,427,1441,165,846,255,294,40,4
braunst01,1425,3650,433,25,17,32,24,579,989,45,388,52,155,19,2
brazlal01,445,453,40,1,0,0,9,2,80,0,31,0,5,1,0
breamsi01,1088,3108,450,38,5,45,26,353,819,50,455,90,191,12,2
brechha01,321,673,121,0,4,0,24,45,129,0,44,2,13,5,0
bredebr01,169,422,86,1,3,2,1,46,106,8,40,5,20,5,0
breedha01,273,608,107,3,2,7,2,69,148,0,76,21,28,6,0
breedma01,415,1268,180,5,4,3,9,66,317,19,92,7,50,5,1
breitte01,447,1347,102,0,6,0,23,150,291,30,126,4,27,15,1
brenlbo01,871,2615,438,24,17,35,21,318,647,45,333,91,119,7,2
brennji01,183,705,45,0,6,0,0,39,155,12,48,0,15,8,0
bresnro01,1446,4481,99,0,67,0,112,714,1252,212,530,26,218,71,3
bressed01,1186,3672,723,25,12,44,38,359,925,9,365,94,184,40,2
bressru01,1305,3881,246,0,28,0,140,449,1170,47,586,32,164,87,3
brettge01,2707,10349,908,120,33,229,26,1096,3154,201,1595,317,665,137,4
breweto01,305,551,125,3,1,0,23,15,114,2,40,3,7,4,0
brickfr01,501,1448,121,0,11,0,16,106,407,19,131,6,54,23,1
brideji01,329,620,77,1,2,4,11,63,156,6,50,1,22,6,0
bridgro01,919,2272,229,13,7,10,40,205,562,10,187,16,80,11,1
bridgto01,424,1003,271,0,0,0,65,74,181,0,72,0,27,8,0
bridwal01,1252,4169,98,0,32,0,170,557,1064,136,348,2,95,32,2
briefbu01,184,569,95,0,10,0,32,58,127,17,59,5,25,9,0
briggda01,325,688,133,6,7,9,5,45,134,2,53,12,20,6,0
briggjo02,1366,4117,785,30,5,47,22,663,1041,64,507,139,170,43,3
brighha01,336,839,133,7,3,2,5,65,214,2,126,32,31,4,0
brignre01,356,857,238,2,4,6,8,51,188,9,83,12,34,4,0
brilegr01,598,1518,260,16,8,2,4,124,384,65,135,29,75,9,1
brilene01,452,469,171,3,2,0,37,21,72,0,29,3,9,2,0
brinked01,1846,6045,845,40,40,44,71,444,1355,30,461,60,201,38,3
briodfa01,323,1186,113,0,1,0,0,44,271,6,115,3,52,7,1
brockgr01,1013,3202,469,29,15,63,15,434,794,41,462,110,141,6,2
brocklo01,2616,10332,1730,46,49,124,47,761,3023,938,900,149,486,141,4
brodist01,1437,5699,148,0,132,0,63,420,1726,289,900,25,191,89,4
brogler01,259,431,121,2,0,0,33,24,68,0,24,0,10,0,0
brognri01,848,2958,655,26,7,29,5,227,795,32,458,106,176,13,2
brohaja01,805,2500,178,29,8,22,36,222,613,9,227,30,91,12,1
brookhu01,1645,5974,1005,65,38,62,12,387,1608,64,824,149,290,31,3
brookto01,1336,3865,605,39,14,12,59,281,950,86,431,71,175,40,2
brosisc01,1146,3889,699,41,47,12,31,348,1001,57,531,141,200,8,3
brouhma01,304,909,183,6,10,5,7,53,235,2,104,25,40,7,1
brousbe01,705,2136,466,15,31,17,4,171,561,15,314,87,114,13,1
broutda01,1673,6711,238,0,105,0,2,840,2296,256,1296,106,460,205,4
browebo01,256,582,118,1,0,0,15,69,141,29,60,17,21,3,1
browefr01,450,1297,84,0,26,0,31,168,371,17,205,30,74,20,1
brownad01,447,1134,161,5,6,3,18,109,293,45,86,11,44,8,1
brownbo03,548,1619,88,1,10,0,18,214,452,9,237,22,62,14,1
brownbo04,502,1277,238,11,0,6,11,94,313,110,130,26,38,12,1
brownbr01,424,1056,316,7,10,6,3,74,261,15,146,45,52,11,1
brownbu01,235,522,65,0,1,0,16,18,95,0,23,3,23,7,0
brownby01,349,869,273,4,5,8,3,101,205,5,102,30,37,10,0
brownch02,449,1523,252,10,30,12,7,120,410,21,184,38,61,6,1
browncl01,437,457,55,0,2,0,24,45,91,1,46,2,17,3,0
brownda01,210,591,47,1,1,1,8,25,162,9,44,1,15,6,0
brownde02,271,814,207,4,4,5,2,50,190,8,89,14,37,1,0
browndi01,636,1866,356,16,11,30,18,119,455,7,223,62,62,3,1
browndo01,493,1591,317,14,5,13,0,138,391,23,229,54,73,9,1
brownea01,143,461,64,0,4,0,6,29,131,4,69,6,26,5,0
browned02,790,2902,109,0,12,0,85,127,878,29,407,16,170,33,2
brownem01,739,2249,468,28,32,10,2,197,581,52,326,59,112,12,1
brownga01,1051,2262,275,21,15,18,5,242,582,30,322,84,78,19,2
brownge01,1102,4300,1,0,20,0,138,259,1176,190,303,18,119,55,3
brownha01,410,484,108,2,4,0,40,34,82,0,30,2,16,2,0
brownik01,280,536,130,3,3,7,12,90,137,3,65,20,15,4,0
brownje01,982,3190,325,33,13,14,78,393,866,73,288,23,135,25,2
brownji03,890,3512,110,0,12,0,77,231,980,39,319,9,146,42,2
brownke01,490,495,187,2,5,0,54,19,64,0,29,2,10,0,0
brownla01,1129,3449,414,23,22,26,60,317,803,22,254,47,108,13,2
brownle01,378,1531,155,0,0,0,0,45,379,0,169,10,83,31,1
brownll01,404,552,140,0,1,0,26,38,106,1,59,4,21,9,0
brownmi02,315,903,135,6,1,8,9,77,239,5,113,23,49,7,1
brownmo01,493,1143,75,0,1,0,49,44,235,8,74,2,20,11,0
brownol02,1221,3642,616,23,17,45,16,314,964,30,454,102,144,11,2
brownpe01,1183,4820,167,0,29,0,0,466,1646,258,659,46,295,85,4
brownro01,228,442,98,5,5,0,3,36,111,3,69,11,32,2,0
brownsa01,141,439,0,0,8,0,15,25,88,4,34,0,12,1,0
brownto01,1786,7363,708,0,46,0,25,748,1951,657,736,64,239,138,4
brownto02,494,1280,142,0,6,0,13,85,309,7,159,31,39,7,1
brownto05,324,621,200,2,0,0,72,25,95,5,32,2,14,1,0
brownwi01,418,1589,124,0,12,0,0,123,415,39,252,6,70,17,1
brubabi01,479,1564,239,0,10,0,30,151,413,13,225,22,85,10,1
bruceja01,1123,4111,1113,36,22,59,3,427,1018,57,638,208,216,21,3
bruckea01,241,707,65,0,1,0,6,97,205,2,105,12,53,8,0
bruggfr01,259,620,72,0,5,0,10,43,172,12,52,6,27,2,0
brumfja01,568,1575,290,13,12,7,10,137,404,74,162,32,91,14,1
brumlmi01,224,660,89,3,3,12,5,60,151,2,50,5,24,2,0
brumlmi02,295,635,136,2,2,1,12,46,131,20,38,3,17,8,0
brunato01,1800,6289,1187,72,30,43,8,770,1543,69,919,271,306,33,4
brunege01,324,418,220,0,3,0,23,15,37,0,12,3,5,0,0
brunter01,512,789,157,7,9,5,14,76,182,31,72,11,39,3,1
brutobi01,1610,6056,793,29,29,32,72,482,1651,207,545,94,241,102,4
bryanbi01,374,968,283,6,3,13,2,91,209,0,125,41,32,9,0
bryankr01,151,559,199,5,9,0,0,77,154,13,99,26,31,5,0
bryest01,697,1997,276,13,10,6,20,144,515,16,193,30,97,13,1
buchabr01,346,767,210,7,10,3,0,73,198,9,103,32,37,3,1
bucheje01,421,1177,312,9,7,16,7,75,259,5,108,22,35,11,0
bucheji01,554,1792,113,0,6,0,25,91,474,19,193,17,66,19,1
buckjo01,1090,3612,959,26,51,23,13,307,844,6,491,134,172,9,2
buckldi01,524,1833,188,0,21,0,4,98,449,25,216,26,72,14,1
bucknbi01,2517,9397,453,97,42,111,47,450,2715,183,1208,174,498,49,4
bucktr01,253,810,186,7,12,2,3,78,197,8,95,20,52,7,0
buddido01,711,2289,404,17,18,16,29,410,551,15,225,41,123,12,2
buechst01,1334,4266,842,23,43,31,50,408,1046,17,547,137,183,21,3
buelofr01,431,1334,0,0,12,0,53,69,256,20,112,6,25,18,1
buffich01,586,2214,114,0,4,0,0,91,543,14,255,7,67,16,1
buforda01,699,1853,430,13,20,4,13,173,448,56,218,54,86,9,1
bufordo01,1286,4553,575,34,41,57,47,672,1203,200,418,93,157,44,4
buhlbo01,457,857,389,2,2,0,53,38,76,2,26,0,2,0,0
buhneja01,1472,5013,1406,54,56,41,12,792,1273,6,965,310,233,19,4
bumbral01,1496,5053,709,30,21,30,44,471,1422,254,402,54,220,52,4
bunniji01,601,1275,362,6,1,0,85,34,213,0,75,7,21,4,0
burchal01,611,2185,52,0,1,0,40,186,554,96,103,4,48,20,1
burcher01,194,768,24,0,4,0,0,73,200,31,105,4,30,10,1
burdabo01,388,634,65,10,5,11,4,70,142,2,78,13,21,0,0
burdele01,666,1011,271,6,12,0,63,32,185,2,75,12,27,4,1
burdoja01,1187,4915,328,0,10,0,0,140,1230,59,503,18,164,50,4
burgesm01,1691,4471,270,39,13,80,13,477,1318,13,673,126,230,33,2
burkech01,477,1267,243,9,31,9,23,113,303,40,111,23,71,6,1
burkeed01,853,3508,228,0,76,0,17,317,979,291,410,30,142,57,4
burkegl01,225,523,70,1,2,3,8,22,124,35,38,2,18,2,0
burkeje01,2066,8421,230,0,75,0,80,1029,2850,389,952,75,320,182,4
burkeji01,550,1947,0,0,30,0,53,112,475,87,187,1,58,13,1
burkejo03,446,540,226,0,1,0,62,26,50,0,18,0,6,0,0
burkele01,194,506,32,0,5,0,24,46,131,7,47,0,17,7,0
burksel01,2000,7232,1340,62,60,33,29,793,2107,181,1206,352,402,63,4
burleri01,1346,5139,477,46,28,11,84,420,1401,72,449,50,256,23,3
burneaj01,436,493,241,1,2,0,59,20,56,0,19,4,8,3,0
burnejo01,558,1835,107,0,9,0,35,163,521,15,213,9,94,15,1
burnije01,1694,5710,1376,43,78,75,9,739,1447,74,981,315,298,29,4
burnsbi02,138,526,81,2,6,1,1,26,154,29,42,5,18,9,0
burnsdi01,130,544,30,0,0,0,0,10,145,0,9,4,26,14,0
burnsed01,321,796,59,0,7,0,18,83,183,14,65,0,21,6,0
burnsge01,1853,7241,565,0,26,0,112,872,2077,383,611,41,362,108,4
burnsge02,1866,6573,433,0,110,0,187,363,2018,154,951,72,444,72,4
burnsja02,890,3516,299,0,8,0,76,376,980,63,417,44,199,31,3
burnsji01,169,727,78,0,12,0,0,27,222,64,111,5,29,11,1
burnsoy01,1187,4637,182,0,41,0,1,464,1389,263,832,65,224,129,4
burnsto01,1251,4920,454,0,8,0,0,270,1299,162,683,39,236,69,4
burrepa01,1640,5503,1564,54,31,53,0,932,1393,7,976,292,299,16,4
burriem01,287,723,101,3,11,3,14,55,177,40,42,1,14,1,0
burrira01,490,502,160,2,1,0,50,31,76,0,27,1,11,3,0
burroje01,1689,5536,1135,63,15,65,4,831,1443,16,882,240,230,20,4
burrose01,528,1664,223,6,26,13,8,119,463,20,143,12,68,12,1
burrudi01,560,1760,95,0,11,0,39,138,513,18,211,11,87,12,1
burtoel01,215,556,117,7,5,1,12,65,120,11,59,17,24,4,0
busbyji01,1352,4250,439,15,23,4,57,310,1113,97,438,48,162,35,3
buschbr01,164,436,93,9,3,0,1,53,116,1,69,8,13,1,0
busched01,270,917,28,0,3,0,18,62,240,7,75,0,21,6,0
bushdo01,1946,7210,346,0,29,0,337,1158,1804,404,436,9,186,74,4
bushgu01,544,888,162,0,1,0,61,50,143,3,52,0,12,2,0
bushho01,409,1274,238,8,20,1,18,57,363,65,115,11,50,5,1
bushjo01,581,1239,192,0,0,0,24,53,313,4,137,7,59,17,1
bushodo01,672,2397,97,0,6,0,0,124,514,39,184,2,58,13,1
bushra01,1219,3045,505,32,49,51,6,348,763,33,409,96,154,26,2
butchma01,342,598,92,0,0,0,35,16,110,0,37,1,14,0,0
buterdr01,306,774,165,5,12,1,15,47,143,0,60,9,30,3,0
butersa01,359,801,85,7,3,4,14,86,182,0,76,8,24,3,0
butlear01,454,1289,102,0,10,0,40,146,311,54,101,3,44,13,1
butlebi03,1317,4855,798,44,34,58,0,479,1408,5,693,142,304,5,3
butlebr01,2213,8180,907,51,38,23,147,1129,2375,558,578,54,277,131,4
butlebr02,203,553,60,6,7,5,7,24,137,4,60,11,28,6,0
butlejo02,375,1251,89,0,14,0,39,111,315,17,146,3,48,12,1
buzhajo01,332,445,196,2,2,0,33,17,60,0,18,0,6,2,0
byrdma01,1539,5464,1196,49,93,29,17,371,1503,56,691,154,305,39,4
byrdsa01,745,1700,178,0,3,0,32,198,465,17,220,38,101,10,2
byrnebo01,1283,4831,220,0,49,0,144,456,1225,176,329,10,186,60,3
byrneer01,963,3202,538,19,47,11,9,253,827,129,396,109,191,30,2
byrnemi01,390,1278,183,0,3,0,39,199,350,3,154,16,77,15,1
byrneto01,377,601,126,2,3,1,11,38,143,1,98,14,26,8,0
cabalpu01,322,658,34,0,0,0,7,41,150,10,40,1,21,3,0
cabelen01,1688,5952,691,38,23,31,32,259,1647,238,596,60,263,56,4
cabreas01,1106,4140,802,37,47,18,50,348,1107,78,509,102,248,22,3
cabreev01,510,1829,432,9,14,10,41,175,450,138,132,12,73,20,1
cabrejo02,609,1406,241,13,30,5,9,73,362,38,157,18,79,9,1
cabreme01,1369,5039,669,48,21,35,42,390,1434,95,597,100,272,37,3
cabremi01,1938,7258,1400,70,53,205,5,936,2331,38,1445,408,492,16,4
cabreor01,1985,7562,745,90,32,26,57,514,2055,216,854,123,459,32,4
cadorle01,193,442,103,0,1,0,15,14,92,2,45,5,10,4,0
cadyhi01,355,901,91,0,7,0,30,66,216,4,74,1,47,11,0
cahiljo01,252,936,84,0,3,0,0,24,192,50,58,1,24,12,0
cahilto01,120,433,51,0,6,0,0,41,111,39,47,3,18,7,0
cainlo01,498,1812,384,18,24,8,0,119,521,87,216,33,105,16,1
cainma01,301,552,271,2,1,0,70,21,67,0,27,6,10,1,0
cairomi01,1490,3956,482,43,64,9,86,243,1044,139,394,41,193,34,3
caldeiv01,924,3312,556,35,13,30,6,306,901,97,444,104,200,25,2
caldwra02,590,1164,158,0,3,0,24,78,289,23,114,8,46,8,1
calhoko01,365,1341,315,11,8,2,4,106,354,12,174,51,62,7,1
callaal01,1093,3556,365,34,6,20,10,350,941,22,369,52,170,14,2
callama01,295,767,70,0,3,0,33,71,205,10,74,0,28,13,1
callani01,923,3295,9,0,20,0,136,159,901,186,394,11,135,46,2
callijo01,1886,6652,1064,43,41,73,51,650,1757,74,840,226,321,89,4
calloro01,172,424,102,4,2,1,5,25,95,11,62,10,19,1,0
camermi01,1955,6839,1901,60,87,19,31,867,1700,297,968,278,383,59,4
camildo01,1490,5353,961,0,28,0,24,947,1482,60,950,239,261,86,4
camildo02,313,767,146,3,3,10,7,56,153,0,80,18,22,4,0
caminke01,1760,6288,1163,67,29,111,14,727,1710,88,983,239,348,17,4
camniho01,326,677,128,0,2,0,53,37,92,1,32,1,6,1,0
campabe01,2328,8684,1142,60,64,15,199,618,2249,649,646,79,313,86,4
campaco01,147,572,40,0,0,0,0,46,153,63,93,10,14,15,0
camparo01,1215,4205,501,18,30,30,30,533,1161,25,856,242,178,18,3
campato01,257,438,103,0,2,1,10,27,109,66,16,1,10,2,0
campbbr01,1360,4762,584,0,27,0,32,548,1382,53,766,106,295,87,4
campbda01,428,1252,254,7,2,5,26,102,267,29,89,20,54,4,1
